system:index,glrip_id,Hylak_id,LANDSAT_SCENE_ID,doy,RFSnowIce,FmaskSnowIce,cloud
0000000000000000004f_1_1_LT05_035025_19850607,WRS428,98797,LT50350251985158PAC08,157,7.672080246950723E-4,0.0,0.0
0000000000000000004f_1_1_LT05_035025_19850623,WRS428,98797,LT50350251985174PAC00,173,0.0,0.0,0.0
0000000000000000004f_1_1_LT05_035025_19850826,WRS428,98797,LT50350251985238PAC02,237,0.004064698201423697,0.0,0.0
0000000000000000004f_1_1_LT05_035025_19851029,WRS428,98797,LT50350251985302XXX01,301,0.19907924569205618,0.007406983641405641,7.672080246950723E-4
0000000000000000004f_1_1_LT05_036025_19840408,WRS428,98797,LT50360251984099PAC00,98,0.0,0.13156843646861802,0.5706372941325132
0000000000000000004f_1_1_LT05_036025_19840526,WRS428,98797,LT50360251984147XXX01,146,0.03573685065618851,0.0,0.0
0000000000000000004f_1_1_LT05_036025_19840814,WRS428,98797,LT50360251984227XXX01,226,0.016950632675062176,0.0,8.78528404748867E-4
0000000000000000004f_1_1_LT05_036025_19840830,WRS428,98797,LT50360251984243PAC00,242,0.1069030688108548,0.0,0.014601021740569355
0000000000000000004f_1_1_LT05_036025_19840915,WRS428,98797,LT50360251984259PAC00,258,0.12099321848279346,0.0,0.0
0000000000000000004f_1_1_LT05_036025_19841001,WRS428,98797,LT50360251984275PAC00,274,0.1392705420728222,0.003145227318369301,0.026202410537526994
0000000000000000004f_1_1_LT05_036025_19850427,WRS428,98797,LT50360251985117PAC00,116,0.009197470319579749,0.0,0.0
0000000000000000004f_1_1_LT05_036025_19850630,WRS428,98797,LT50360251985181PAC00,180,0.005563117343689516,0.0,0.03625433999049263
0000000000000000004f_1_1_LT05_036025_19850716,WRS428,98797,LT50360251985197PAC00,196,0.009282065593263522,0.0,0.008141431038528883
0000000000000000004f_1_1_LT05_036025_19850902,WRS428,98797,LT50360251985245PAC00,244,0.0,0.029464062189070717,0.5313020874075588
00000000000000000058_1_1_LT05_108035_19841026,ARAI1,14842,LT51080351984300HAJ00,299,0.023004436052121897,0.0,1.099520181609637E-4
00000000000000000058_1_1_LT05_108035_19841111,ARAI1,14842,LT51080351984316HAJ00,315,1.0,1.0,0.1987346632899924
00000000000000000058_1_1_LT05_108035_19841213,ARAI1,14842,LT51080351984348HAJ00,347,0.007287425330968261,2.1106872147621478E-5,2.354528065669122E-4
00000000000000000058_1_1_LT05_108035_19850709,ARAI1,14842,LT51080351985190HAJ00,189,9.083363908054984E-4,0.00545001834483299,0.9220526264788341
00000000000000000058_1_1_LT05_108035_19850826,ARAI1,14842,LT51080351985238HAJ00,237,0.005953835976348757,0.0,0.8375706046056021
00000000000000000004_1_1_LT05_041018_19840427,WRS211,4912,LT50410181984118XXX01,117,0.9929983002315107,0.993145120899697,0.00277544613507864
00000000000000000004_1_1_LT05_041018_19840513,WRS211,4912,LT50410181984134PAC00,133,0.7668169508478261,0.4584382649065372,0.024859911888565865
00000000000000000004_1_1_LT05_041018_19840801,WRS211,4912,LT50410181984214PAC00,213,4.1435097717096504E-4,0.0,0.0014022245233161722
00000000000000000004_1_1_LT05_041018_19840817,WRS211,4912,LT50410181984230PAC00,229,8.75976262662736E-6,0.0,0.0
00000000000000000004_1_1_LT05_041018_19850124,WRS211,4912,LT50410181985024PAC00,23,0.9999963930389185,0.9993516303427278,0.0
00000000000000000004_1_1_LT05_041018_19850430,WRS211,4912,LT50410181985120PAC00,119,0.9999804189865751,0.9999645922276038,1.8770919914201483E-5
00000000000000000004_1_1_LT05_041018_19850516,WRS211,4912,LT50410181985136PAC00,135,0.8679606445256989,0.45354465989770004,0.01721153494376053
00000000000000000004_1_1_LT05_041018_19850703,WRS211,4912,LT50410181985184PAC00,183,5.3293364881747666E-5,4.150279743003358E-4,0.6878375407062134
00000000000000000004_1_1_LT05_041018_19860519,WRS211,4912,LT50410181986139PAC00,138,0.968371179966917,0.7185573597097396,0.0161996719432091
00000000000000000004_1_1_LT05_042018_19840504,WRS211,4912,LT50420181984125PAC00,124,0.9692232020064568,0.8391338298881086,0.02956498977991898
00000000000000000004_1_1_LT05_042018_19841027,WRS211,4912,LT50420181984301PAC00,300,0.0560656469676828,0.02444391061905966,0.07991349921978588
00000000000000000004_1_1_LT05_042018_19841230,WRS211,4912,LT50420181984365PAC00,364,1.0,0.9999301656564038,0.006526593164178779
00000000000000000004_1_1_LT05_042018_19850304,WRS211,4912,LT50420181985063PAC00,62,1.0,0.9999735595496756,0.0
00000000000000000004_1_1_LT05_042018_19850624,WRS211,4912,LT50420181985175PAC03,174,6.484807128571624E-6,0.0,5.524507461914893E-4
00000000000000000004_1_1_LT05_042018_19850928,WRS211,4912,LT50420181985271PAC00,270,3.756164252201833E-5,3.284802463690231E-5,0.0
00000000000000000004_1_1_LT05_042018_19851014,WRS211,4912,LT50420181985287PAC00,286,4.537274605966545E-4,1.4807471924001874E-4,2.543144149579006E-4
00000000000000000004_1_1_LT05_042018_19860307,WRS211,4912,LT50420181986066PAC00,65,0.9999784921541662,0.9996785608245932,9.132634652412302E-5
00000000000000000004_1_1_LT05_042018_19860729,WRS211,4912,LT50420181986210PAC00,209,0.0,0.0,0.8457880988660723
0000000000000000002a_1_1_LT05_024025_19840420,WRS296,8010,LT50240251984111XXX01,110,0.9874477787491638,0.9821073525592438,0.0
0000000000000000002a_1_1_LT05_024025_19841029,WRS296,8010,LT50240251984303XXX02,302,0.0016065317153412509,4.597456811309433E-4,3.815065192805051E-4
0000000000000000002a_1_1_LT05_024025_19850101,WRS296,8010,LT50240251985001PAC04,0,1.0,1.0,0.0
0000000000000000002a_1_1_LT05_024025_19850117,WRS296,8010,LT50240251985017PAC02,16,1.0,0.9999948340873638,0.06660634945232358
0000000000000000002a_1_1_LT05_024025_19850202,WRS296,8010,LT50240251985033PAC00,32,0.9999986698399851,0.9999826247848048,0.0
0000000000000000002a_1_1_LT05_024025_19850218,WRS296,8010,LT50240251985049PAC00,48,0.9999902567360208,0.9999588956050877,0.18087407807440803
0000000000000000002a_1_1_LT05_024025_19850306,WRS296,8010,LT50240251985065PAC02,64,0.9999856899478663,0.9999861920549585,0.006566501183676179
0000000000000000002a_1_1_LT05_024025_19850322,WRS296,8010,LT50240251985081PAC03,80,0.9999774704147473,0.9999388126393135,0.0
0000000000000000002a_1_1_LT05_024025_19851117,WRS296,8010,LT50240251985321PAC02,320,0.9905991283772887,0.986254233821688,4.0569880455194264E-5
0000000000000000002a_1_1_LT05_024025_19851203,WRS296,8010,LT50240251985337XXX01,336,0.9997010465366458,0.9985169547183599,0.0
0000000000000000002a_1_1_LT05_024025_19860120,WRS296,8010,LT50240251986020XXX01,19,0.9999755583097257,0.9998395494481996,0.0
0000000000000000002a_1_1_LT05_024025_19860205,WRS296,8010,LT50240251986036PAC02,35,0.9999878622898637,0.9976663173888166,0.0
0000000000000000002a_1_1_LT05_024025_19860528,WRS296,8010,LT50240251986148XXX01,147,0.0020225914376934863,0.0,0.0
0000000000000000002a_1_1_LT05_024025_19860613,WRS296,8010,LT50240251986164XXX01,163,6.63310939804289E-4,2.5013944047632903E-5,0.15249569610100241
0000000000000000002a_1_1_LT05_024025_19860715,WRS296,8010,LT50240251986196XXX02,195,9.216346203407452E-4,0.0,0.0
0000000000000000002a_1_1_LT05_024025_19860731,WRS296,8010,LT50240251986212XXX01,211,5.657141208865589E-4,0.0,0.06330339586526439
0000000000000000002a_1_1_LT05_024025_19861019,WRS296,8010,LT50240251986292XXX02,291,0.022490728577736572,6.683600630522908E-4,0.0828979830451158
0000000000000000002a_1_1_LT05_024025_19861104,WRS296,8010,LT50240251986308XXX01,307,0.5617960337301281,0.3685618062473541,0.1941777565986757
00000000000000000037_1_1_LT05_035020_19840417,WRS324,754217,LT50350201984108PAC00,107,0.9943971395923182,0.9985071325887428,0.011207697774861958
00000000000000000037_1_1_LT05_035020_19840503,WRS324,754217,LT50350201984124PAC00,123,0.509868241211525,0.2965939533103713,0.0
00000000000000000037_1_1_LT05_035020_19840706,WRS324,754217,LT50350201984188PAC00,187,0.0,0.0,0.26475680207023505
00000000000000000037_1_1_LT05_035020_19841010,WRS324,754217,LT50350201984284PAC00,283,0.0,0.0,0.0
00000000000000000037_1_1_LT05_035020_19850319,WRS324,754217,LT50350201985078PAC00,77,1.0,1.0,0.0
00000000000000000037_1_1_LT05_035020_19850911,WRS324,754217,LT50350201985254PAC00,253,0.0,0.0,0.0
00000000000000000037_1_1_LT05_035020_19860306,WRS324,754217,LT50350201986065PAC00,64,1.0,1.0,0.0
00000000000000000037_1_1_LT05_035020_19860829,WRS324,754217,LT50350201986241PAC00,240,0.0,0.0,0.0
00000000000000000037_1_1_LT05_036020_19840526,WRS324,754217,LT50360201984147PAC01,146,0.0,0.0,0.0
00000000000000000037_1_1_LT05_036020_19850801,WRS324,754217,LT50360201985213PAC00,212,0.0,0.0,0.0
00000000000000000037_1_1_LT05_036020_19860804,WRS324,754217,LT50360201986216XXX03,215,0.0,0.0,0.0
00000000000000000037_1_1_LT05_036020_19860921,WRS324,754217,LT50360201986264PAC00,263,0.00461064640169118,0.003535436371257268,0.0
00000000000000000044_1_1_LT05_019028_19840503,WRS363,107252,LT50190281984124XXX01,123,3.0175600820917496E-4,0.0,0.0
00000000000000000044_1_1_LT05_019028_19840519,WRS363,107252,LT50190281984140PAC02,139,0.7279690580919155,0.07009598925267056,0.9592797031144394
00000000000000000044_1_1_LT05_019028_19840604,WRS363,107252,LT50190281984156PAC02,155,2.8469846246083347E-4,2.8469846246083347E-4,0.20971292592154675
00000000000000000044_1_1_LT05_019028_19840620,WRS363,107252,LT50190281984172XXX04,171,3.36053598780302E-5,0.0,0.002288757559340935
00000000000000000044_1_1_LT05_019028_19860525,WRS363,107252,LT50190281986145XXX03,144,2.501398489102371E-4,0.0,0.0
00000000000000000044_1_1_LT05_019028_19860610,WRS363,107252,LT50190281986161XXX03,160,4.08076473089893E-4,0.0,0.0
00000000000000000044_1_1_LT05_019028_19860813,WRS363,107252,LT50190281986225XXX03,224,7.451255816744099E-4,0.0,0.0
00000000000000000044_1_1_LT05_020028_19840424,WRS363,107252,LT50200281984115PAC02,114,0.27390068539982976,0.9339495858959177,0.009601929120866506
00000000000000000044_1_1_LT05_020028_19840510,WRS363,107252,LT50200281984131PAC00,130,6.26893695417014E-4,0.0,0.0
00000000000000000044_1_1_LT05_020028_19840611,WRS363,107252,LT50200281984163XXX02,162,7.25714376467972E-4,0.0,0.0
00000000000000000044_1_1_LT05_020028_19841001,WRS363,107252,LT50200281984275XXX02,274,4.4998702978561175E-4,0.0,0.0
00000000000000000044_1_1_LT05_020028_19850427,WRS363,107252,LT50200281985117PAC02,116,0.2668674549968854,0.010348819357559682,0.0
00000000000000000044_1_1_LT05_020028_19850529,WRS363,107252,LT50200281985149PAC00,148,0.0,0.0,0.0
00000000000000000044_1_1_LT05_020028_19850630,WRS363,107252,LT50200281985181PAC02,180,1.1249675744640294E-4,0.0,0.0
00000000000000000044_1_1_LT05_020028_19850801,WRS363,107252,LT50200281985213PAC02,212,3.962935929427626E-4,0.0,0.1483832230718055
00000000000000000044_1_1_LT05_020028_19850817,WRS363,107252,LT50200281985229PAC06,228,0.019862515727487838,0.0,0.0
00000000000000000044_1_1_LT05_020028_19851020,WRS363,107252,LT50200281985293PAC05,292,9.9350077556588E-4,0.0,0.0
00000000000000000044_1_1_LT05_020028_19860225,WRS363,107252,LT50200281986056PAC00,55,1.0,1.0,0.0
00000000000000000044_1_1_LT05_020028_19860414,WRS363,107252,LT50200281986104PAC06,103,0.9263086805191948,0.41864464840054566,0.0030012015423627712
00000000000000000044_1_1_LT05_020028_19860617,WRS363,107252,LT50200281986168XXX04,167,0.0,0.0,3.049232550019373E-4
00000000000000000044_1_1_LT05_020028_19860703,WRS363,107252,LT50200281986184XXX03,183,4.7883848463347884E-4,0.0,0.848903222944441
00000000000000000044_1_1_LT05_020028_19860820,WRS363,107252,LT50200281986232XXX03,231,0.0026214286889155733,0.0,0.7854285376480318
00000000000000000046_1_1_LT05_005024_19840415,WRS379,927143,LT50050241984106PAC05,105,1.0,1.0,0.0
00000000000000000046_1_1_LT05_005024_19840704,WRS379,927143,LT50050241984186XXX01,185,1.0,0.0,0.0
00000000000000000046_1_1_LT05_005024_19841109,WRS379,927143,LT50050241984314PAC00,313,0.27387862125146356,0.1810880301410314,0.0024505758218317086
00000000000000000046_1_1_LT05_005024_19850301,WRS379,927143,LT50050241985060PAC00,59,1.0,1.0,0.08181494978224153
00000000000000000046_1_1_LT05_005024_19851112,WRS379,927143,LT50050241985316PAC00,315,0.07682917524986642,0.02733908089824774,0.0014601876658582721
00000000000000000046_1_1_LT05_005024_19860115,WRS379,927143,LT50050241986015PAC00,14,1.0,1.0,0.9983810962835049
00000000000000000046_1_1_LT05_005024_19861115,WRS379,927143,LT50050241986319PAC00,318,1.0,0.9999428622217706,0.0
00000000000000000046_1_1_LT05_005024_19861217,WRS379,927143,LT50050241986351PAC00,350,1.0,0.9988508957933899,0.0
00000000000000000046_1_1_LT05_006024_19840422,WRS379,927143,LT50060241984113PAC05,112,1.0,1.0,0.0
00000000000000000046_1_1_LT05_006024_19840929,WRS379,927143,LT50060241984273PAC03,272,0.004907500285688888,0.0,0.0
00000000000000000046_1_1_LT05_006024_19841218,WRS379,927143,LT50060241984353PAC00,352,0.9986604365326256,0.9970415328161306,0.0
00000000000000000046_1_1_LT05_006024_19850628,WRS379,927143,LT50060241985179PAC00,178,,,1.0
00000000000000000046_1_1_LT05_006024_19850916,WRS379,927143,LT50060241985259PAC00,258,0.0035933313864164435,0.0,0.0
00000000000000000046_1_1_LT05_006024_19851205,WRS379,927143,LT50060241985339PAC00,338,1.0,1.0,0.0
00000000000000000046_1_1_LT05_006024_19860122,WRS379,927143,LT50060241986022PAC00,21,1.0,1.0,0.0
00000000000000000046_1_1_LT05_006024_19860514,WRS379,927143,LT50060241986134PAC00,133,0.9002242875004828,0.44834942445764936,0.01495740061200908
00000000000000000046_1_1_LT05_006024_19860717,WRS379,927143,LT50060241986198PAC00,197,0.009694376372893831,0.0,0.0
00000000000000000046_1_1_LT05_006024_19860903,WRS379,927143,LT50060241986246PAC00,245,,,1.0
00000000000000000046_1_1_LT05_006024_19861224,WRS379,927143,LT50060241986358PAC00,357,1.0,1.0,0.0
00000000000000000053_1_1_LT05_047024_19840507,WRS434,93274,LT50470241984128PAC00,127,4.0233617948926985E-4,0.0,0.04003257455620197
00000000000000000053_1_1_LT05_047024_19840710,WRS434,93274,LT50470241984192PAC00,191,0.0,0.0,0.0
00000000000000000053_1_1_LT05_047024_19840726,WRS434,93274,LT50470241984208PAC00,207,0.0,0.0,0.0
00000000000000000053_1_1_LT05_047024_19840811,WRS434,93274,LT50470241984224PAC00,223,2.360280259678036E-6,0.0034607609307529203,0.14438071234879604
00000000000000000053_1_1_LT05_047024_19841217,WRS434,93274,LT50470241984352XXX01,351,1.0,0.9999235450217584,0.4320935109888642
00000000000000000053_1_1_LT05_047024_19850102,WRS434,93274,LT50470241985002PAC02,1,1.0,0.9997186921719097,0.6213091720196071
00000000000000000053_1_1_LT05_047024_19850408,WRS434,93274,LT50470241985098PAC00,97,0.873653363398642,0.779559782902064,0.09275064661907706
00000000000000000053_1_1_LT05_047024_19850729,WRS434,93274,LT50470241985210PAC00,209,0.0024920646220225615,0.0,0.0
00000000000000000053_1_1_LT05_047024_19851118,WRS434,93274,LT50470241985322PAC00,321,0.3004750371966895,0.1092888477583788,0.0
00000000000000000053_1_1_LT05_047024_19860529,WRS434,93274,LT50470241986149PAC02,148,0.0,0.0,0.0
00000000000000000053_1_1_LT05_047024_19860630,WRS434,93274,LT50470241986181XXX01,180,0.0,0.0,0.0
00000000000000000053_1_1_LT05_047024_19860801,WRS434,93274,LT50470241986213XXX01,212,1.2874320879573606E-4,0.0,0.0
00000000000000000053_1_1_LT05_047024_19860817,WRS434,93274,LT50470241986229XXX01,228,4.2863915399050944E-4,0.0,0.0
00000000000000000053_1_1_LT05_047024_19860918,WRS434,93274,LT50470241986261XXX01,260,0.011189551907999602,0.004010224735155025,0.0
00000000000000000053_1_1_LT05_048024_19840514,WRS434,93274,LT50480241984135PAC00,134,1.0,0.8823028673835123,0.583053758620115
00000000000000000053_1_1_LT05_048024_19840717,WRS434,93274,LT50480241984199PAC00,198,0.0,0.0,0.0
00000000000000000053_1_1_LT05_048024_19840802,WRS434,93274,LT50480241984215PAC00,214,3.720931171861077E-4,0.0,0.0
00000000000000000053_1_1_LT05_048024_19840919,WRS434,93274,LT50480241984263PAC00,262,2.574864175914721E-4,0.0,0.0
00000000000000000053_1_1_LT05_048024_19850109,WRS434,93274,LT50480241985009PAC00,8,1.0,0.9925934789292806,0.0
00000000000000000053_1_1_LT05_048024_19850125,WRS434,93274,LT50480241985025PAC00,24,1.0,0.96589589601417,0.05994940139456665
00000000000000000053_1_1_LT05_048024_19850517,WRS434,93274,LT50480241985137PAC00,136,1.247042061668502E-4,0.0,0.0
00000000000000000053_1_1_LT05_048024_19850602,WRS434,93274,LT50480241985153PAC00,152,0.0,0.0,0.0
00000000000000000053_1_1_LT05_048024_19850704,WRS434,93274,LT50480241985185PAC00,184,0.0,0.0,0.0
00000000000000000053_1_1_LT05_048024_19850720,WRS434,93274,LT50480241985201PAC02,200,5.008363259818438E-4,0.0,0.0
00000000000000000053_1_1_LT05_048024_19850922,WRS434,93274,LT50480241985265PAC02,264,0.003448803369739894,0.0,0.0
00000000000000000053_1_1_LT05_048024_19860128,WRS434,93274,LT50480241986028XXX01,27,1.0,0.03515749838313677,0.0
00000000000000000053_1_1_LT05_048024_19860213,WRS434,93274,LT50480241986044PAC02,43,0.9997480672110233,0.9965941110331923,0.0
00000000000000000053_1_1_LT05_048024_19860402,WRS434,93274,LT50480241986092PAC02,91,0.06949760360925275,8.078005257771674E-5,0.0
00000000000000000053_1_1_LT05_048024_19860808,WRS434,93274,LT50480241986220PAC02,219,2.574864175914721E-4,0.0,0.0
00000000000000000053_1_1_LT05_048024_19860909,WRS434,93274,LT50480241986252PAC00,251,7.350984784572223E-4,0.0,0.0
00000000000000000053_1_1_LT05_048024_19861011,WRS434,93274,LT50480241986284XXX01,283,3.554322313419536E-4,0.0,0.0
000000000000000000e4_1_1_LT05_133024_19861202,NG2,1211,LT51330241986336BJC01,335,0.9988683892334309,0.9775442046093941,0.008531777064745357
000000000000000000e9_1_1_LT05_017028_19840505,PJD23,8797,LT50170281984126XXX07,125,3.918171042807296E-5,0.0,0.0015005798300124142
000000000000000000e9_1_1_LT05_017028_19840521,PJD23,8797,LT50170281984142PAC02,141,7.516808204613916E-6,0.0,0.0
000000000000000000e9_1_1_LT05_017028_19840622,PJD23,8797,LT50170281984174XXX05,173,0.0,1.5128881158722807E-5,0.0023846630123141315
000000000000000000e9_1_1_LT05_017028_19840724,PJD23,8797,LT50170281984206PAC00,205,6.604910652265775E-5,0.0,0.011587307816077797
000000000000000000e9_1_1_LT05_017028_19840825,PJD23,8797,LT50170281984238PAC00,237,0.0,0.0,0.0
000000000000000000e9_1_1_LT05_017028_19841012,PJD23,8797,LT50170281984286XXX01,285,4.7823472671874364E-5,0.0,0.0
000000000000000000e9_1_1_LT05_017028_19841113,PJD23,8797,LT50170281984318XXX01,317,0.05121981846653023,0.03566648948180469,0.09407380168020202
000000000000000000e9_1_1_LT05_017028_19850116,PJD23,8797,LT50170281985016PAC02,15,0.9996412647674946,0.9992970304642034,0.0
000000000000000000e9_1_1_LT05_017028_19850321,PJD23,8797,LT50170281985080XXX01,79,0.9996685496204892,0.9998168144777526,1.7164365191638077E-6
000000000000000000e9_1_1_LT05_017028_19850422,PJD23,8797,LT50170281985112PAC02,111,0.9999788079051034,0.9971170274102785,0.5810645445829287
000000000000000000e9_1_1_LT05_017028_19850524,PJD23,8797,LT50170281985144PAC00,143,0.0,0.0,0.0
000000000000000000e9_1_1_LT05_017028_19850812,PJD23,8797,LT50170281985224PAC02,223,3.221907556270303E-5,0.0,0.06311378512191645
000000000000000000e9_1_1_LT05_017028_19851031,PJD23,8797,LT50170281985304PAC04,303,1.2293236725183546E-4,0.0,0.0
000000000000000000e9_1_1_LT05_017028_19860324,PJD23,8797,LT50170281986083XXX02,82,0.9985748250018975,0.9994942431015087,0.0
000000000000000000e9_1_1_LT05_017028_19860511,PJD23,8797,LT50170281986131XXX01,130,4.5278411626217685E-5,0.0,0.0
000000000000000000e9_1_1_LT05_017028_19860527,PJD23,8797,LT50170281986147XXX01,146,1.0446449502733654E-4,0.0,0.42208866767770664
000000000000000000e9_1_1_LT05_017028_19860628,PJD23,8797,LT50170281986179XXX01,178,0.0,0.0,0.03461294859586321
000000000000000000e9_1_1_LT05_017028_19860831,PJD23,8797,LT50170281986243PAC04,242,1.5092803875405895E-5,0.0,0.0
000000000000000000e9_1_1_LT05_017028_19861018,PJD23,8797,LT50170281986291XXX02,290,0.0,0.0,0.0
000000000000000000e9_1_1_LT05_017028_19861221,PJD23,8797,LT50170281986355XXX01,354,1.0,0.9885212419968928,0.0
000000000000000000e9_1_1_LT05_018028_19840410,PJD23,8797,LT50180281984101PAC03,100,0.9992232440270328,0.9983947082721759,3.0436534170117855E-4
000000000000000000e9_1_1_LT05_018028_19840917,PJD23,8797,LT50180281984261XXX01,260,7.51312001329656E-4,0.0,0.3165364610016129
000000000000000000e9_1_1_LT05_018028_19850718,PJD23,8797,LT50180281985199PAC00,198,5.520281079723679E-5,0.0,0.17923878932836695
000000000000000000e9_1_1_LT05_018028_19850803,PJD23,8797,LT50180281985215PAC02,214,5.830080152502745E-5,2.9792994767298596E-5,0.4930762955486364
000000000000000000e9_1_1_LT05_018028_19850920,PJD23,8797,LT50180281985263PAC02,262,3.0205550548278085E-5,0.0,0.0
000000000000000000e9_1_1_LT05_018028_19860331,PJD23,8797,LT50180281986090PAC00,89,0.9888674353423347,0.9630846437268613,9.986784183236576E-4
000000000000000000e9_1_1_LT05_018028_19860502,PJD23,8797,LT50180281986122XXX01,121,1.5120214600316368E-5,0.0,0.0011533782183866031
000000000000000000e9_1_1_LT05_018028_19860721,PJD23,8797,LT50180281986202XXX01,201,0.0,0.0,0.0
000000000000000000e9_1_1_LT05_018028_19861025,PJD23,8797,LT50180281986298XXX01,297,1.4569736146816487E-5,0.0,0.0
